          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.0

              CIII   65    0.976 (0.0268)    0.925 -0.077 (0.0041)    1.092 -0.192 (0.0022)
              MgII   66    0.637 (0.0394)    0.705  0.102 (0.0138)    0.484  0.254 (0.0090)
            Nclear   67    0.944 (0.0344)    0.869 -0.112 (0.0032)    1.112 -0.281 (0.0082)
             Nsrf2   68    0.913 (0.0227)    0.865 -0.073 (0.0029)    1.022 -0.182 (0.0058)
              Nqtz   69    0.896 (0.0165)    0.861 -0.053 (0.0029)    0.975 -0.132 (0.0050)
             cn182   70    1.017 (0.0467)    0.922 -0.144 (0.0032)    1.233 -0.360 (0.0051)
             cn270   71    0.691 (0.0318)    0.747  0.084 (0.0109)    0.566  0.209 (0.0070)
            Oclear   72    0.401 (0.0904)    0.584  0.274 (0.0107)   -0.009  0.684 (0.0026)
         Oclear-lp   73    0.316 (0.0807)    0.476  0.239 (0.0125)   -0.043  0.598 (0.0012)
             [OII]   74    0.390 (0.0907)    0.570  0.269 (0.0137)   -0.013  0.673 (0.0008)
            [OIII]   75    0.423 (0.1021)    0.632  0.313 (0.0099)   -0.046  0.782 (0.0053)
 2MASS          J    76    0.200 (0.0613)    0.316  0.174 (0.0134)   -0.060  0.434 (0.0051)
 2MASS          H    77    0.148 (0.0506)    0.241  0.140 (0.0128)   -0.063  0.351 (0.0062)
 2MASS          Ks   78    0.126 (0.0423)    0.202  0.114 (0.0120)   -0.045  0.286 (0.0066)
 SWASP               79    0.413 (0.0982)    0.613  0.300 (0.0100)   -0.037  0.750 (0.0046)
 MOST                80    0.405 (0.0968)    0.602  0.295 (0.0102)   -0.037  0.737 (0.0041)
 GAIA (2006)    G    81    0.398 (0.0947)    0.590  0.288 (0.0104)   -0.034  0.720 (0.0036)
 GAIA (2010)    G    82    0.384 (0.0924)    0.570  0.280 (0.0107)   -0.036  0.700 (0.0028)
 GAIA (2010)    BP   83    0.419 (0.0984)    0.619  0.301 (0.0099)   -0.032  0.751 (0.0047)
 GAIA (2010)    RP   84    0.282 (0.0746)    0.428  0.218 (0.0130)   -0.045  0.546 (0.0027)
 GAIA (2010)  G_RV   85    0.219 (0.0701)    0.352  0.199 (0.0156)   -0.079  0.496 (0.0062)
 Milone        230   86    0.844 (0.0058)    0.849  0.007 (0.0049)    0.833  0.019 (0.0045)
               250   87    0.757 (0.0214)    0.793  0.054 (0.0084)    0.675  0.136 (0.0059)
               270   88    0.688 (0.0325)    0.745  0.086 (0.0108)    0.559  0.215 (0.0067)
               290   89    0.622 (0.0417)    0.697  0.113 (0.0123)    0.452  0.282 (0.0070)
               310   90    0.565 (0.0475)    0.651  0.130 (0.0135)    0.370  0.324 (0.0074)
               330   91    0.507 (0.0529)    0.603  0.143 (0.0154)    0.293  0.357 (0.0087)
 CaII triplet  858   92    0.213 (0.0689)    0.342  0.194 (0.0159)   -0.078  0.485 (0.0067)
 WIRE  Johnson V+R   93    0.359 (0.0880)    0.535  0.264 (0.0115)   -0.038  0.661 (0.0013)
               LUT   94    0.610 (0.0464)    0.697  0.130 (0.0115)    0.415  0.325 (0.0053)


          Teff = 10500 K,  log g = 4.0,  [M/H] = +0.0

 bolometric           0    0.653 (0.0267)    0.700  0.071 (0.0083)    0.547  0.177 (0.0049)
 Stromgren      u     1    0.458 (0.0565)    0.560  0.153 (0.0163)    0.228  0.382 (0.0091)
                v     2    0.478 (0.1135)    0.712  0.351 (0.0091)   -0.049  0.878 (0.0080)
                b     3    0.450 (0.1071)    0.669  0.328 (0.0103)   -0.042  0.821 (0.0058)
                y     4    0.394 (0.0956)    0.587  0.289 (0.0113)   -0.039  0.723 (0.0027)
 Johnson        U     5    0.448 (0.0825)    0.610  0.243 (0.0134)    0.083  0.609 (0.0018)
                B     6    0.463 (0.1100)    0.689  0.339 (0.0097)   -0.046  0.848 (0.0069)
                V     7    0.395 (0.0960)    0.589  0.291 (0.0113)   -0.041  0.727 (0.0028)
                R     8    0.323 (0.0799)    0.482  0.237 (0.0120)   -0.033  0.593 (0.0008)
                I     9    0.247 (0.0686)    0.380  0.200 (0.0127)   -0.052  0.499 (0.0032)
                J    10    0.198 (0.0593)    0.312  0.170 (0.0121)   -0.056  0.424 (0.0041)
                K    11    0.123 (0.0397)    0.196  0.109 (0.0104)   -0.041  0.273 (0.0053)
                L    12    0.083 (0.0306)    0.137  0.081 (0.0094)   -0.039  0.203 (0.0056)
                M    13    0.063 (0.0261)    0.107  0.067 (0.0091)   -0.037  0.166 (0.0060)
                N    14    0.041 (0.0234)    0.081  0.059 (0.0086)   -0.047  0.147 (0.0059)
 Cousins        Rc   15    0.338 (0.0831)    0.503  0.248 (0.0119)   -0.034  0.620 (0.0006)
                Ic   16    0.270 (0.0674)    0.401  0.197 (0.0119)   -0.025  0.492 (0.0026)
 Bessell        UX   17    0.454 (0.0783)    0.607  0.229 (0.0137)    0.110  0.574 (0.0028)
 Bessell        BX   18    0.462 (0.1099)    0.688  0.339 (0.0097)   -0.046  0.846 (0.0068)
 Bessell        B    19    0.463 (0.1100)    0.689  0.339 (0.0097)   -0.046  0.848 (0.0069)
 Bessell        V    20    0.395 (0.0959)    0.588  0.290 (0.0113)   -0.041  0.726 (0.0028)
 Bessell        R    21    0.338 (0.0831)    0.503  0.248 (0.0119)   -0.034  0.619 (0.0006)
 Bessell        I    22    0.262 (0.0673)    0.393  0.196 (0.0122)   -0.032  0.490 (0.0029)
 Tycho         TyB   23    0.468 (0.1103)    0.694  0.340 (0.0096)   -0.043  0.850 (0.0069)
               TyV   24    0.405 (0.0986)    0.605  0.299 (0.0111)   -0.044  0.749 (0.0034)
 Hipparchos    HIP   25    0.430 (0.1027)    0.639  0.314 (0.0105)   -0.041  0.784 (0.0048)
 KEPLER              26    0.380 (0.0925)    0.566  0.279 (0.0112)   -0.039  0.699 (0.0023)
 COROT SIS           27    0.387 (0.0939)    0.576  0.284 (0.0111)   -0.039  0.710 (0.0027)
 COROT EXO           28    0.383 (0.0932)    0.571  0.282 (0.0111)   -0.039  0.704 (0.0025)
 Geneva         U    29    0.463 (0.0573)    0.567  0.156 (0.0160)    0.229  0.391 (0.0086)
                B    30    0.468 (0.1108)    0.696  0.342 (0.0096)   -0.044  0.854 (0.0071)
                B1   31    0.472 (0.1110)    0.700  0.343 (0.0095)   -0.042  0.857 (0.0071)
                B2   32    0.460 (0.1095)    0.685  0.337 (0.0098)   -0.045  0.843 (0.0066)
                V    33    0.395 (0.0960)    0.589  0.290 (0.0113)   -0.040  0.726 (0.0028)
                V1   34    0.400 (0.0969)    0.595  0.294 (0.0112)   -0.041  0.734 (0.0030)
                G    35    0.374 (0.0910)    0.556  0.274 (0.0116)   -0.037  0.684 (0.0017)
 Vilnius        U    36    0.469 (0.0560)    0.570  0.152 (0.0161)    0.241  0.379 (0.0089)
                P    37    0.427 (0.0888)    0.603  0.264 (0.0133)    0.031  0.661 (0.0007)
                X    38    0.477 (0.1129)    0.710  0.349 (0.0092)   -0.047  0.873 (0.0078)
                Y    39    0.451 (0.1072)    0.669  0.328 (0.0103)   -0.042  0.821 (0.0058)
                Z    40    0.413 (0.1003)    0.617  0.305 (0.0110)   -0.044  0.762 (0.0038)
                V    41    0.396 (0.0959)    0.589  0.290 (0.0113)   -0.040  0.726 (0.0028)
                S    42    0.315 (0.0800)    0.473  0.237 (0.0123)   -0.041  0.594 (0.0011)
 Milone         iz   43    0.228 (0.0689)    0.361  0.199 (0.0129)   -0.071  0.498 (0.0033)
                iJ   44    0.193 (0.0574)    0.302  0.164 (0.0120)   -0.053  0.410 (0.0042)
                iH   45    0.141 (0.0467)    0.229  0.131 (0.0112)   -0.055  0.327 (0.0051)
                iK   46    0.119 (0.0387)    0.190  0.106 (0.0104)   -0.039  0.264 (0.0054)
 YMS94         iz    47    0.228 (0.0689)    0.361  0.199 (0.0129)   -0.071  0.498 (0.0033)
               iJ    48    0.193 (0.0574)    0.302  0.164 (0.0120)   -0.053  0.410 (0.0042)
               iH    49    0.141 (0.0467)    0.229  0.131 (0.0112)   -0.055  0.327 (0.0051)
               iK    50    0.119 (0.0387)    0.190  0.106 (0.0104)   -0.039  0.264 (0.0054)
               iL    51    0.077 (0.0295)    0.129  0.078 (0.0092)   -0.040  0.196 (0.0055)
               iLp   52    0.070 (0.0281)    0.119  0.073 (0.0092)   -0.040  0.184 (0.0057)
               iM    53    0.055 (0.0253)    0.098  0.065 (0.0089)   -0.041  0.161 (0.0058)
               in    54    0.041 (0.0237)    0.081  0.060 (0.0086)   -0.048  0.149 (0.0057)
               iN    55    0.040 (0.0232)    0.079  0.058 (0.0086)   -0.047  0.145 (0.0058)
 Sloan DSS      u    56    0.457 (0.0679)    0.586  0.193 (0.0149)    0.167  0.483 (0.0058)
                g    57    0.442 (0.1061)    0.659  0.325 (0.0102)   -0.046  0.813 (0.0056)
                r    58    0.349 (0.0858)    0.520  0.257 (0.0119)   -0.036  0.641 (0.0008)
                i    59    0.282 (0.0699)    0.418  0.205 (0.0120)   -0.025  0.512 (0.0023)
                z    60    0.229 (0.0696)    0.363  0.202 (0.0133)   -0.073  0.504 (0.0037)
 HST STIS Ly_alpha   61    1.406 (0.2368)    0.848 -0.836 (0.0347)    2.660 -2.091 (0.0744)
            Fclear   62    1.253 (0.1434)    0.940 -0.470 (0.0046)    1.957 -1.175 (0.0268)
             Fsrf2   63    1.216 (0.1228)    0.955 -0.392 (0.0033)    1.805 -0.981 (0.0183)
              Fqtz   64    1.146 (0.0875)    0.964 -0.272 (0.0053)    1.553 -0.679 (0.0094)
              CIII   65    0.981 (0.0251)    0.933 -0.072 (0.0036)    1.090 -0.181 (0.0028)
              MgII   66    0.628 (0.0411)    0.699  0.107 (0.0141)    0.468  0.267 (0.0091)
            Nclear   67    0.949 (0.0336)    0.876 -0.110 (0.0037)    1.113 -0.274 (0.0085)
             Nsrf2   68    0.918 (0.0217)    0.872 -0.070 (0.0034)    1.023 -0.174 (0.0062)
              Nqtz   69    0.900 (0.0153)    0.868 -0.049 (0.0035)    0.973 -0.122 (0.0054)
             cn182   70    1.023 (0.0449)    0.931 -0.138 (0.0032)    1.230 -0.345 (0.0055)
             cn270   71    0.690 (0.0329)    0.747  0.087 (0.0111)    0.559  0.217 (0.0070)
            Oclear   72    0.397 (0.0903)    0.579  0.272 (0.0112)   -0.012  0.681 (0.0019)
         Oclear-lp   73    0.312 (0.0789)    0.468  0.234 (0.0121)   -0.038  0.584 (0.0011)
             [OII]   74    0.359 (0.0819)    0.517  0.236 (0.0161)    0.005  0.590 (0.0048)
            [OIII]   75    0.423 (0.1024)    0.631  0.312 (0.0107)   -0.046  0.781 (0.0045)
 2MASS          J    76    0.196 (0.0581)    0.307  0.166 (0.0121)   -0.053  0.415 (0.0041)
 2MASS          H    77    0.143 (0.0465)    0.230  0.130 (0.0111)   -0.052  0.326 (0.0049)
 2MASS          Ks   78    0.123 (0.0393)    0.195  0.107 (0.0105)   -0.038  0.268 (0.0054)
 SWASP               79    0.409 (0.0989)    0.610  0.301 (0.0108)   -0.042  0.752 (0.0038)
 MOST                80    0.402 (0.0973)    0.599  0.296 (0.0109)   -0.041  0.739 (0.0034)
 GAIA (2006)    G    81    0.394 (0.0950)    0.586  0.288 (0.0110)   -0.037  0.720 (0.0029)
 GAIA (2010)    G    82    0.380 (0.0922)    0.566  0.279 (0.0112)   -0.038  0.697 (0.0023)
 GAIA (2010)    BP   83    0.415 (0.0991)    0.616  0.301 (0.0108)   -0.037  0.754 (0.0038)
 GAIA (2010)    RP   84    0.278 (0.0720)    0.418  0.211 (0.0123)   -0.039  0.528 (0.0023)
 GAIA (2010)  G_RV   85    0.215 (0.0620)    0.332  0.176 (0.0136)   -0.050  0.441 (0.0053)
 Milone        230   86    0.846 (0.0070)    0.854  0.012 (0.0052)    0.829  0.029 (0.0047)
               250   87    0.757 (0.0224)    0.796  0.057 (0.0087)    0.672  0.143 (0.0061)
               270   88    0.687 (0.0336)    0.746  0.089 (0.0110)    0.553  0.223 (0.0068)
               290   89    0.619 (0.0429)    0.696  0.117 (0.0125)    0.443  0.292 (0.0070)
               310   90    0.561 (0.0487)    0.649  0.133 (0.0137)    0.361  0.332 (0.0074)
               330   91    0.503 (0.0539)    0.601  0.146 (0.0154)    0.284  0.366 (0.0085)
 CaII triplet  858   92    0.210 (0.0597)    0.322  0.169 (0.0138)   -0.043  0.421 (0.0058)
 WIRE  Johnson V+R   93    0.356 (0.0872)    0.531  0.262 (0.0117)   -0.036  0.654 (0.0011)
               LUT   94    0.609 (0.0468)    0.696  0.131 (0.0119)    0.413  0.327 (0.0058)


          Teff = 10500 K,  log g = 4.5,  [M/H] = +0.0

 bolometric           0    0.655 (0.0261)    0.701  0.069 (0.0085)    0.552  0.171 (0.0052)
 Stromgren      u     1    0.457 (0.0574)    0.561  0.156 (0.0163)    0.223  0.390 (0.0089)
                v     2    0.473 (0.1138)    0.706  0.350 (0.0103)   -0.053  0.876 (0.0067)
                b     3    0.449 (0.1079)    0.669  0.330 (0.0108)   -0.046  0.825 (0.0053)
                y     4    0.393 (0.0955)    0.585  0.289 (0.0115)   -0.040  0.721 (0.0025)
 Johnson        U     5    0.438 (0.0795)    0.593  0.232 (0.0146)    0.091  0.580 (0.0035)
                B     6    0.458 (0.1101)    0.683  0.338 (0.0106)   -0.049  0.845 (0.0058)
                V     7    0.394 (0.0959)    0.587  0.290 (0.0115)   -0.041  0.725 (0.0026)
                R     8    0.320 (0.0793)    0.477  0.235 (0.0118)   -0.033  0.589 (0.0008)
                I     9    0.244 (0.0663)    0.372  0.193 (0.0121)   -0.046  0.483 (0.0030)
                J    10    0.195 (0.0577)    0.305  0.166 (0.0114)   -0.054  0.415 (0.0035)
                K    11    0.120 (0.0384)    0.191  0.106 (0.0097)   -0.039  0.266 (0.0046)
                L    12    0.082 (0.0294)    0.135  0.079 (0.0088)   -0.036  0.196 (0.0051)
                M    13    0.062 (0.0251)    0.105  0.064 (0.0086)   -0.035  0.161 (0.0056)
                N    14    0.041 (0.0228)    0.080  0.057 (0.0083)   -0.045  0.144 (0.0055)
 Cousins        Rc   15    0.335 (0.0826)    0.499  0.246 (0.0118)   -0.034  0.615 (0.0006)
                Ic   16    0.269 (0.0665)    0.398  0.195 (0.0116)   -0.024  0.487 (0.0024)
 Bessell        UX   17    0.446 (0.0759)    0.592  0.220 (0.0147)    0.117  0.549 (0.0043)
 Bessell        BX   18    0.457 (0.1100)    0.682  0.338 (0.0106)   -0.049  0.844 (0.0058)
 Bessell        B    19    0.458 (0.1102)    0.683  0.338 (0.0106)   -0.049  0.845 (0.0058)
 Bessell        V    20    0.393 (0.0958)    0.586  0.290 (0.0115)   -0.041  0.724 (0.0026)
 Bessell        R    21    0.335 (0.0825)    0.499  0.246 (0.0118)   -0.034  0.615 (0.0006)
 Bessell        I    22    0.261 (0.0657)    0.388  0.192 (0.0118)   -0.027  0.479 (0.0027)
 Tycho         TyB   23    0.462 (0.1102)    0.687  0.338 (0.0107)   -0.045  0.845 (0.0056)
               TyV   24    0.402 (0.0985)    0.601  0.299 (0.0114)   -0.045  0.746 (0.0030)
 Hipparchos    HIP   25    0.425 (0.1025)    0.634  0.312 (0.0111)   -0.043  0.781 (0.0040)
 KEPLER              26    0.377 (0.0922)    0.563  0.278 (0.0114)   -0.040  0.696 (0.0020)
 COROT SIS           27    0.383 (0.0935)    0.572  0.282 (0.0114)   -0.040  0.706 (0.0023)
 COROT EXO           28    0.380 (0.0927)    0.566  0.280 (0.0114)   -0.040  0.700 (0.0021)
 Geneva         U    29    0.462 (0.0577)    0.567  0.157 (0.0161)    0.226  0.393 (0.0086)
                B    30    0.462 (0.1106)    0.688  0.339 (0.0107)   -0.047  0.848 (0.0058)
                B1   31    0.462 (0.1101)    0.687  0.337 (0.0109)   -0.044  0.843 (0.0054)
                B2   32    0.458 (0.1101)    0.683  0.338 (0.0106)   -0.049  0.844 (0.0058)
                V    33    0.394 (0.0959)    0.587  0.290 (0.0115)   -0.041  0.725 (0.0026)
                V1   34    0.399 (0.0968)    0.594  0.293 (0.0114)   -0.041  0.733 (0.0028)
                G    35    0.372 (0.0907)    0.554  0.273 (0.0117)   -0.037  0.682 (0.0016)
 Vilnius        U    36    0.468 (0.0569)    0.571  0.155 (0.0160)    0.236  0.387 (0.0087)
                P    37    0.411 (0.0841)    0.575  0.246 (0.0149)    0.042  0.615 (0.0031)
                X    38    0.470 (0.1127)    0.701  0.346 (0.0105)   -0.050  0.866 (0.0063)
                Y    39    0.449 (0.1079)    0.669  0.330 (0.0108)   -0.046  0.825 (0.0052)
                Z    40    0.412 (0.1004)    0.616  0.305 (0.0113)   -0.045  0.762 (0.0035)
                V    41    0.395 (0.0958)    0.588  0.290 (0.0115)   -0.040  0.724 (0.0026)
                S    42    0.307 (0.0790)    0.463  0.235 (0.0122)   -0.045  0.586 (0.0012)
 Milone         iz   43    0.222 (0.0672)    0.353  0.195 (0.0121)   -0.071  0.488 (0.0028)
                iJ   44    0.189 (0.0559)    0.296  0.160 (0.0113)   -0.051  0.401 (0.0036)
                iH   45    0.138 (0.0440)    0.221  0.124 (0.0103)   -0.047  0.309 (0.0045)
                iK   46    0.116 (0.0374)    0.185  0.103 (0.0096)   -0.039  0.258 (0.0047)
 YMS94         iz    47    0.223 (0.0672)    0.353  0.195 (0.0121)   -0.071  0.488 (0.0028)
               iJ    48    0.189 (0.0559)    0.296  0.160 (0.0113)   -0.051  0.401 (0.0036)
               iH    49    0.139 (0.0440)    0.221  0.124 (0.0103)   -0.047  0.309 (0.0045)
               iK    50    0.116 (0.0374)    0.185  0.103 (0.0096)   -0.039  0.258 (0.0047)
               iL    51    0.077 (0.0285)    0.128  0.076 (0.0086)   -0.037  0.191 (0.0050)
               iLp   52    0.069 (0.0272)    0.117  0.072 (0.0086)   -0.039  0.180 (0.0052)
               iM    53    0.053 (0.0245)    0.095  0.063 (0.0082)   -0.042  0.158 (0.0052)
               in    54    0.042 (0.0230)    0.080  0.058 (0.0082)   -0.046  0.146 (0.0055)
               iN    55    0.040 (0.0227)    0.078  0.057 (0.0082)   -0.046  0.143 (0.0055)
 Sloan DSS      u    56    0.452 (0.0662)    0.576  0.186 (0.0156)    0.172  0.466 (0.0067)
                g    57    0.439 (0.1064)    0.656  0.325 (0.0109)   -0.049  0.813 (0.0049)
                r    58    0.346 (0.0853)    0.516  0.255 (0.0118)   -0.036  0.638 (0.0007)
                i    59    0.280 (0.0692)    0.415  0.203 (0.0117)   -0.025  0.508 (0.0021)
                z    60    0.223 (0.0660)    0.351  0.191 (0.0126)   -0.064  0.478 (0.0035)
 HST STIS Ly_alpha   61    1.396 (0.2296)    0.856 -0.810 (0.0332)    2.611 -2.025 (0.0717)
            Fclear   62    1.262 (0.1455)    0.945 -0.476 (0.0051)    1.977 -1.191 (0.0275)
             Fsrf2   63    1.229 (0.1264)    0.959 -0.404 (0.0037)    1.836 -1.011 (0.0197)
              Fqtz   64    1.152 (0.0873)    0.971 -0.271 (0.0053)    1.558 -0.677 (0.0097)
              CIII   65    0.982 (0.0231)    0.938 -0.067 (0.0034)    1.082 -0.167 (0.0031)
              MgII   66    0.619 (0.0432)    0.695  0.113 (0.0143)    0.449  0.284 (0.0089)
            Nclear   67    0.951 (0.0325)    0.880 -0.106 (0.0041)    1.110 -0.265 (0.0086)
             Nsrf2   68    0.921 (0.0206)    0.877 -0.066 (0.0037)    1.020 -0.165 (0.0063)
              Nqtz   69    0.902 (0.0139)    0.873 -0.044 (0.0038)    0.968 -0.110 (0.0055)
             cn182   70    1.025 (0.0433)    0.936 -0.133 (0.0033)    1.225 -0.333 (0.0058)
             cn270   71    0.688 (0.0347)    0.750  0.093 (0.0110)    0.548  0.233 (0.0067)
            Oclear   72    0.393 (0.0898)    0.573  0.270 (0.0116)   -0.012  0.675 (0.0015)
         Oclear-lp   73    0.309 (0.0779)    0.463  0.231 (0.0119)   -0.037  0.577 (0.0010)
             [OII]   74    0.334 (0.0728)    0.470  0.203 (0.0177)    0.030  0.507 (0.0079)
            [OIII]   75    0.421 (0.1034)    0.632  0.316 (0.0106)   -0.053  0.791 (0.0047)
 2MASS          J    76    0.193 (0.0567)    0.301  0.163 (0.0113)   -0.052  0.407 (0.0035)
 2MASS          H    77    0.140 (0.0443)    0.224  0.125 (0.0102)   -0.047  0.312 (0.0043)
 2MASS          Ks   78    0.121 (0.0380)    0.191  0.105 (0.0097)   -0.036  0.262 (0.0048)
 SWASP               79    0.406 (0.0988)    0.606  0.300 (0.0112)   -0.044  0.750 (0.0033)
 MOST                80    0.399 (0.0972)    0.596  0.295 (0.0113)   -0.043  0.737 (0.0030)
 GAIA (2006)    G    81    0.391 (0.0946)    0.581  0.286 (0.0114)   -0.039  0.716 (0.0025)
 GAIA (2010)    G    82    0.376 (0.0918)    0.561  0.277 (0.0115)   -0.039  0.692 (0.0020)
 GAIA (2010)    BP   83    0.411 (0.0989)    0.611  0.300 (0.0113)   -0.039  0.750 (0.0032)
 GAIA (2010)    RP   84    0.274 (0.0706)    0.412  0.207 (0.0120)   -0.037  0.518 (0.0022)
 GAIA (2010)  G_RV   85    0.217 (0.0560)    0.323  0.159 (0.0123)   -0.022  0.399 (0.0047)
 Milone        230   86    0.848 (0.0083)    0.859  0.016 (0.0054)    0.823  0.041 (0.0047)
               250   87    0.758 (0.0237)    0.799  0.061 (0.0088)    0.666  0.153 (0.0060)
               270   88    0.685 (0.0353)    0.749  0.095 (0.0109)    0.542  0.239 (0.0065)
               290   89    0.617 (0.0446)    0.698  0.122 (0.0126)    0.433  0.306 (0.0069)
               310   90    0.559 (0.0504)    0.651  0.139 (0.0137)    0.351  0.347 (0.0072)
               330   91    0.502 (0.0551)    0.603  0.150 (0.0154)    0.277  0.376 (0.0083)
 CaII triplet  858   92    0.216 (0.0531)    0.316  0.150 (0.0122)   -0.010  0.376 (0.0051)
 WIRE  Johnson V+R   93    0.354 (0.0868)    0.527  0.260 (0.0117)   -0.037  0.651 (0.0011)
               LUT   94    0.609 (0.0473)    0.697  0.132 (0.0121)    0.411  0.330 (0.0059)


          Teff = 10500 K,  log g = 5.0,  [M/H] = +0.0

 bolometric           0    0.656 (0.0257)    0.701  0.067 (0.0086)    0.555  0.168 (0.0054)
 Stromgren      u     1    0.459 (0.0589)    0.567  0.161 (0.0161)    0.217  0.403 (0.0085)
                v     2    0.465 (0.1126)    0.696  0.345 (0.0111)   -0.053  0.863 (0.0057)
                b     3    0.448 (0.1084)    0.669  0.332 (0.0106)   -0.051  0.831 (0.0055)
                y     4    0.393 (0.0952)    0.585  0.288 (0.0113)   -0.039  0.720 (0.0026)
 Johnson        U     5    0.429 (0.0766)    0.576  0.221 (0.0154)    0.098  0.552 (0.0049)
                B     6    0.451 (0.1092)    0.674  0.334 (0.0111)   -0.050  0.836 (0.0051)
                V     7    0.393 (0.0957)    0.586  0.290 (0.0113)   -0.042  0.724 (0.0027)
                R     8    0.318 (0.0790)    0.475  0.235 (0.0117)   -0.035  0.588 (0.0008)
                I     9    0.241 (0.0650)    0.367  0.189 (0.0118)   -0.043  0.474 (0.0028)
                J    10    0.192 (0.0568)    0.301  0.164 (0.0111)   -0.054  0.409 (0.0033)
                K    11    0.118 (0.0380)    0.189  0.106 (0.0093)   -0.040  0.264 (0.0043)
                L    12    0.081 (0.0291)    0.133  0.078 (0.0086)   -0.036  0.195 (0.0049)
                M    13    0.061 (0.0249)    0.104  0.064 (0.0084)   -0.035  0.161 (0.0053)
                N    14    0.042 (0.0226)    0.080  0.057 (0.0081)   -0.044  0.142 (0.0054)
 Cousins        Rc   15    0.332 (0.0823)    0.496  0.246 (0.0117)   -0.036  0.614 (0.0007)
                Ic   16    0.268 (0.0665)    0.398  0.195 (0.0114)   -0.025  0.488 (0.0022)
 Bessell        UX   17    0.439 (0.0735)    0.579  0.211 (0.0154)    0.123  0.527 (0.0054)
 Bessell        BX   18    0.451 (0.1092)    0.674  0.334 (0.0110)   -0.050  0.836 (0.0051)
 Bessell        B    19    0.452 (0.1093)    0.675  0.334 (0.0111)   -0.050  0.836 (0.0051)
 Bessell        V    20    0.393 (0.0956)    0.585  0.289 (0.0113)   -0.041  0.723 (0.0027)
 Bessell        R    21    0.332 (0.0822)    0.496  0.245 (0.0117)   -0.036  0.614 (0.0007)
 Bessell        I    22    0.260 (0.0651)    0.387  0.191 (0.0115)   -0.026  0.476 (0.0025)
 Tycho         TyB   23    0.454 (0.1089)    0.675  0.333 (0.0114)   -0.045  0.832 (0.0047)
               TyV   24    0.400 (0.0981)    0.598  0.298 (0.0114)   -0.047  0.744 (0.0030)
 Hipparchos    HIP   25    0.420 (0.1018)    0.627  0.310 (0.0113)   -0.044  0.775 (0.0037)
 KEPLER              26    0.374 (0.0919)    0.559  0.278 (0.0114)   -0.042  0.694 (0.0021)
 COROT SIS           27    0.379 (0.0929)    0.566  0.280 (0.0114)   -0.041  0.701 (0.0022)
 COROT EXO           28    0.376 (0.0921)    0.561  0.278 (0.0114)   -0.041  0.695 (0.0020)
 Geneva         U    29    0.464 (0.0588)    0.571  0.162 (0.0159)    0.221  0.404 (0.0083)
                B    30    0.453 (0.1093)    0.676  0.334 (0.0113)   -0.048  0.835 (0.0048)
                B1   31    0.449 (0.1078)    0.668  0.328 (0.0120)   -0.043  0.820 (0.0038)
                B2   32    0.454 (0.1100)    0.679  0.337 (0.0107)   -0.052  0.843 (0.0056)
                V    33    0.394 (0.0956)    0.587  0.290 (0.0113)   -0.041  0.724 (0.0028)
                V1   34    0.398 (0.0966)    0.594  0.293 (0.0112)   -0.041  0.732 (0.0030)
                G    35    0.371 (0.0904)    0.552  0.272 (0.0116)   -0.037  0.680 (0.0016)
 Vilnius        U    36    0.470 (0.0585)    0.577  0.160 (0.0159)    0.229  0.401 (0.0083)
                P    37    0.395 (0.0797)    0.547  0.229 (0.0162)    0.051  0.572 (0.0052)
                X    38    0.459 (0.1108)    0.684  0.339 (0.0115)   -0.049  0.846 (0.0049)
                Y    39    0.448 (0.1083)    0.669  0.332 (0.0107)   -0.050  0.830 (0.0054)
                Z    40    0.412 (0.1003)    0.616  0.305 (0.0110)   -0.046  0.764 (0.0038)
                V    41    0.394 (0.0955)    0.587  0.289 (0.0113)   -0.039  0.723 (0.0027)
                S    42    0.298 (0.0783)    0.453  0.232 (0.0123)   -0.049  0.579 (0.0014)
 Milone         iz   43    0.218 (0.0661)    0.346  0.193 (0.0117)   -0.071  0.481 (0.0025)
                iJ   44    0.187 (0.0552)    0.293  0.159 (0.0109)   -0.051  0.397 (0.0034)
                iH   45    0.138 (0.0426)    0.218  0.120 (0.0098)   -0.042  0.300 (0.0041)
                iK   46    0.114 (0.0369)    0.182  0.102 (0.0093)   -0.039  0.256 (0.0045)
 YMS94         iz    47    0.218 (0.0661)    0.346  0.193 (0.0117)   -0.071  0.481 (0.0025)
               iJ    48    0.187 (0.0552)    0.293  0.159 (0.0109)   -0.051  0.397 (0.0034)
               iH    49    0.138 (0.0426)    0.218  0.120 (0.0098)   -0.042  0.301 (0.0041)
               iK    50    0.114 (0.0369)    0.182  0.102 (0.0093)   -0.039  0.256 (0.0045)
               iL    51    0.077 (0.0285)    0.128  0.077 (0.0083)   -0.039  0.192 (0.0047)
               iLp   52    0.069 (0.0269)    0.116  0.071 (0.0084)   -0.038  0.178 (0.0050)
               iM    53    0.052 (0.0242)    0.094  0.063 (0.0079)   -0.043  0.158 (0.0049)
               in    54    0.042 (0.0228)    0.081  0.058 (0.0081)   -0.044  0.144 (0.0054)
               iN    55    0.040 (0.0224)    0.078  0.056 (0.0081)   -0.044  0.141 (0.0054)
 Sloan DSS      u    56    0.449 (0.0652)    0.570  0.183 (0.0159)    0.175  0.456 (0.0072)
